class,metric,value
0,presicion,0.9452054794520548
1,presicion,0.9801980198019802
macro avg,presicion,0.9627017496270175
weighted avg,presicion,0.9781844825639677
0,recall,0.6699029126213593
1,recall,0.997628927089508
macro avg,recall,0.8337659198554337
weighted avg,recall,0.9787709497206704
0,f1-score,0.7840909090909091
1,f1-score,0.9888366627497063
macro avg,f1-score,0.8864637859203077
weighted avg,f1-score,0.9770552031816303
