observacion,valor
k-folds,"[0.6341463414634146, 0.7804878048780488, 0.7804878048780488, 0.6097560975609756, 0.7380952380952381, 0.8333333333333334, 0.7142857142857143, 0.6428571428571429, 0.6829268292682927, 0.7073170731707317]"
mean,0.7123693379790941
