class,metric,value
0,presicion,0.6888888888888889
1,presicion,0.9758823529411764
macro avg,presicion,0.8323856209150327
weighted avg,presicion,0.9593682038923577
0,recall,0.6019417475728155
1,recall,0.983402489626556
macro avg,recall,0.7926721185996857
weighted avg,recall,0.9614525139664805
0,f1-score,0.6424870466321243
1,f1-score,0.9796279893711249
macro avg,f1-score,0.8110575180016246
weighted avg,f1-score,0.9602282591464787
