observacion,valor
k-folds,"[0.4146341463414634, 0.5853658536585366, 0.4146341463414634, 0.6341463414634146, 0.5, 0.5714285714285714, 0.42857142857142855, 0.5238095238095238, 0.5365853658536586, 0.5609756097560976]"
mean,0.5170150987224158
