observacion,valor
k-folds,"[0.5121951219512195, 0.43902439024390244, 0.5365853658536586, 0.5365853658536586, 0.42857142857142855, 0.5, 0.30952380952380953, 0.5238095238095238, 0.36585365853658536, 0.5121951219512195]"
mean,0.46643437862950066
