class,metric,value
0,presicion,0.6056338028169014
1,presicion,0.9650959860383944
macro avg,presicion,0.7853648944276479
weighted avg,presicion,0.9444118492384985
0,recall,0.4174757281553398
1,recall,0.983402489626556
macro avg,recall,0.7004391088909478
weighted avg,recall,0.9508379888268157
0,f1-score,0.4942528735632184
1,f1-score,0.9741632413388138
macro avg,f1-score,0.7342080574510161
weighted avg,f1-score,0.9465482872154136
