observacion,valor
k-folds,"[0.975609756097561, 0.9024390243902439, 0.9512195121951219, 0.9024390243902439, 0.9285714285714286, 0.9285714285714286, 0.9047619047619048, 0.9523809523809523, 0.9024390243902439, 0.8780487804878049]"
mean,0.9226480836236934
