observacion,valor
k-folds,"[0.5853658536585366, 0.6341463414634146, 0.6829268292682927, 0.6097560975609756, 0.5714285714285714, 0.6428571428571429, 0.5238095238095238, 0.5952380952380952, 0.5609756097560976, 0.6341463414634146]"
mean,0.6040650406504064
