observacion,valor
k-folds,"[0.5121951219512195, 0.4146341463414634, 0.5609756097560976, 0.5609756097560976, 0.5238095238095238, 0.5238095238095238, 0.42857142857142855, 0.47619047619047616, 0.4634146341463415, 0.4634146341463415]"
mean,0.49279907084785146
