class,metric,value
0,presicion,0.935064935064935
1,presicion,0.981903093987157
macro avg,presicion,0.958484014526046
weighted avg,presicion,0.9792079373564371
0,recall,0.6990291262135923
1,recall,0.997036158861885
macro avg,recall,0.8480326425377387
weighted avg,recall,0.9798882681564246
0,f1-score,0.8
1,f1-score,0.9894117647058823
macro avg,f1-score,0.8947058823529412
weighted avg,f1-score,0.9785126519881695
