observacion,valor
k-folds,"[0.7073170731707317, 0.8048780487804879, 0.8048780487804879, 0.6585365853658537, 0.6904761904761905, 0.7380952380952381, 0.7142857142857143, 0.7142857142857143, 0.6829268292682927, 0.6585365853658537]"
mean,0.7174216027874564
