corrida,precision 0,recall 0,fscore 0,precision 1,recall 1,fscore 1,precision macro,recall macro,fscore macro,precision weighted,recall weighted,fscore weighted
0,0.9317959034290304,0.583968542044767,0.7170360407867438,0.9744468481844557,0.9972526263615373,0.9857157925679874,0.953121375806743,0.7906105842031522,0.8513759166773653,0.971927015878094,0.9728054731768185,0.9698231672667003
1,0.9317959034290304,0.583968542044767,0.7170360407867438,0.9744468481844557,0.9972526263615373,0.9857157925679874,0.953121375806743,0.7906105842031522,0.8513759166773653,0.971927015878094,0.9728054731768185,0.9698231672667003
2,0.9317959034290304,0.583968542044767,0.7170360407867438,0.9744468481844557,0.9972526263615373,0.9857157925679874,0.953121375806743,0.7906105842031522,0.8513759166773653,0.971927015878094,0.9728054731768185,0.9698231672667003
3,0.9317959034290304,0.583968542044767,0.7170360407867438,0.9744468481844557,0.9972526263615373,0.9857157925679874,0.953121375806743,0.7906105842031522,0.8513759166773653,0.971927015878094,0.9728054731768185,0.9698231672667003
4,0.9317959034290304,0.583968542044767,0.7170360407867438,0.9744468481844557,0.9972526263615373,0.9857157925679874,0.953121375806743,0.7906105842031522,0.8513759166773653,0.971927015878094,0.9728054731768185,0.9698231672667003
5,0.9317959034290304,0.583968542044767,0.7170360407867438,0.9744468481844557,0.9972526263615373,0.9857157925679874,0.953121375806743,0.7906105842031522,0.8513759166773653,0.971927015878094,0.9728054731768185,0.9698231672667003
6,0.9317959034290304,0.583968542044767,0.7170360407867438,0.9744468481844557,0.9972526263615373,0.9857157925679874,0.953121375806743,0.7906105842031522,0.8513759166773653,0.971927015878094,0.9728054731768185,0.9698231672667003
7,0.9317959034290304,0.583968542044767,0.7170360407867438,0.9744468481844557,0.9972526263615373,0.9857157925679874,0.953121375806743,0.7906105842031522,0.8513759166773653,0.971927015878094,0.9728054731768185,0.9698231672667003
8,0.9317959034290304,0.583968542044767,0.7170360407867438,0.9744468481844557,0.9972526263615373,0.9857157925679874,0.953121375806743,0.7906105842031522,0.8513759166773653,0.971927015878094,0.9728054731768185,0.9698231672667003
9,0.9317959034290304,0.583968542044767,0.7170360407867438,0.9744468481844557,0.9972526263615373,0.9857157925679874,0.953121375806743,0.7906105842031522,0.8513759166773653,0.971927015878094,0.9728054731768185,0.9698231672667003
