corrida,precision 0,recall 0,fscore 0,precision 1,recall 1,fscore 1,precision macro,recall macro,fscore macro,precision weighted,recall weighted,fscore weighted
0,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
1,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
2,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
3,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
4,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
5,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
6,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
7,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
8,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
9,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
10,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
11,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
12,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
13,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
14,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
15,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
16,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
17,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
18,0.5976939226136739,0.510465819721718,0.5490553106651258,0.9695227466265142,0.9783497140922884,0.9739081851156302,0.7836083346200939,0.7444077669070032,0.7614817478903781,0.9475444521124462,0.9506767757484595,0.9487861213977352
