corrida,precision 0 train,recall 0 train,fscore 0 train,precision 1 train,recall 1 train,fscore 1 train,precision macro train,recall macro train,fscore macro train,precision weighted train,recall weighted train,fscore weighted train,precision 0 test,recall 0 test,fscore 0 test,precision 1 test,recall 1 test,fscore 1 test,precision macro test,recall macro test,fscore macro test,precision weighted test,recall weighted test,fscore weighted test
0,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
1,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
2,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
3,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
4,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
5,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
6,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
7,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
8,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
9,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
10,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
11,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
12,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
13,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
14,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
15,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
16,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
17,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
18,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
19,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
20,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
21,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
22,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
23,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
24,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
25,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
26,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
27,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
28,0.8237831864143116,0.5195560253699789,0.6345080465213748,0.9679948610973941,0.9922668081989026,0.9799734960116178,0.8958890237558528,0.7559114167844407,0.8072407712664964,0.9587669879845173,0.9620342531006093,0.9578786199994065,0.9166666666666666,0.39568345323741005,0.5527638190954773,0.9704433497536946,0.9981903727832067,0.9841213202497769,0.9435550082101807,0.6969369130103084,0.7684425696726271,0.9678675541130686,0.9693314955203308,0.9634601580649225
