corrida,precision 0,recall 0,fscore 0,precision 1,recall 1,fscore 1,precision macro,recall macro,fscore macro,precision weighted,recall weighted,fscore weighted
10,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
11,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
12,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
13,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
14,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
15,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
16,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
17,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
18,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
19,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
20,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
21,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
22,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
23,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
24,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
25,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
26,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
27,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
28,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
29,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
30,0.4703846025828785,0.28145795523290984,0.3499467535473265,0.9559408016174927,0.97977852730328,0.9677041056425262,0.7131627021001856,0.6306182412680948,0.6588254295949264,0.9272295159797904,0.938475582657448,0.9311684626955203
