corrida,precision 0,recall 0,fscore 0,precision 1,recall 1,fscore 1,precision macro,recall macro,fscore macro,precision weighted,recall weighted,fscore weighted
0,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
1,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
2,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
3,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
4,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
5,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
6,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
7,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
8,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
9,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
10,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
11,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
12,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
13,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
14,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
15,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
16,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
17,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
18,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
19,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
20,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
21,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
22,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
23,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
24,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
25,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
26,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
27,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
28,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
29,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
30,0.8034715284715285,0.15030248033877797,0.24706726125243791,0.949172608098219,0.9971428571428571,0.9725585157210643,0.8763220682848738,0.5737226687408177,0.609812888486751,0.9405700956725445,0.9470582956575248,0.929654449158283
