observacion,valor
k-folds,"[0.9024390243902439, 0.9512195121951219, 0.9024390243902439, 0.8780487804878049, 0.9761904761904762, 0.8571428571428571, 0.8809523809523809, 0.9047619047619048, 0.8536585365853658, 0.7560975609756098]"
mean,0.8862950058072009
