solucion,valor
continua,"[0.04201937349749698, 0.5383786597304473, 0.006775850762352691, 0.012088450874146693, 0.214005531900362, 0.11368387068535048, 0.1533994868389984, 0.016567801454322864, 0.09139856320555535, 0.6847135331470072, 0.42385487387850107, 0.03834967035041411, 0.027059563053289017, 0.7483213462623293, 0.019862977057895585, 0.09244771800545071, 0.2650667390619381, 0.18859287738389918, 0.060783293944232125, 0.009500077894038879, 0.01591186299310815, 0.1701480976208296, 0.8422021101989894, 0.5777193488072013, 0.1254152523052623, 0.029359945422098604, 0.20444190303648221, 0.009460789342673387, 0.19215592468692674, 0.439146552202031, 0.07578517577269728, 0.04280198385066047, 0.03425515995439687, 0.30205318544198373, 0.3065339995109722, 0.005509336532978725, 0.3662148200347688, 0.12793084092951013, 0.32801804014296615, 0.06295560624048073, 0.010189651086208373, 0.40925878639219665, 0.09707312510527277, 0.21841416913427802, 0.016653276273980996, 0.0003514570480365616, 0.618793510692767, 0.9472692922541085, 0.12772213024010412, 0.00012540301274680638, 0.058341685761757134, 0.18840740174436196, 0.0017196333047229135, 0.03377959437668429, 0.0011031044088643503, 0.06326610698064032, 0.13055444527606994, 0.5191491545086341, 0.042238252923249696, 0.15872695008529591, 0.021991733570946515, 0.08447283308737856, 0.24075524706136353, 0.011026755951396261, 0.031710944375730486, 0.2719274682914224, 0.01595371010286643, 0.0005258966770656841, 0.18021078694505732, 0.03515141095465687, 0.1544257032958534, 0.2701914555946224, 0.5500670123874457, 0.7024941351547634, 0.6097297100071851, 0.35137544577616947]"
binaria,"[False, True, False, False, False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, False]"
