observacion,valor
k-folds,"[0.5609756097560976, 0.4634146341463415, 0.4878048780487805, 0.5365853658536586, 0.47619047619047616, 0.6666666666666666, 0.47619047619047616, 0.40476190476190477, 0.5365853658536586, 0.5121951219512195]"
mean,0.512137049941928
