class,metric,value
0,presicion,0.6052631578947368
1,presicion,0.9667444574095683
macro avg,presicion,0.7860038076521525
weighted avg,presicion,0.9459441368229606
0,recall,0.44660194174757284
1,recall,0.98221695317131
macro avg,recall,0.7144094474594413
weighted avg,recall,0.9513966480446927
0,f1-score,0.5139664804469274
1,f1-score,0.9744192884445751
macro avg,f1-score,0.7441928844457513
weighted avg,f1-score,0.9479239592692915
