observacion,valor
k-folds,"[0.8048780487804879, 0.8780487804878049, 0.8780487804878049, 0.7560975609756098, 0.7619047619047619, 0.8809523809523809, 0.7380952380952381, 0.8333333333333334, 0.6829268292682927, 0.7073170731707317]"
mean,0.7921602787456445
