observacion,valor
k-folds,"[0.9512195121951219, 0.8536585365853658, 0.8536585365853658, 0.8048780487804879, 0.9285714285714286, 0.8571428571428571, 0.8571428571428571, 0.8809523809523809, 0.7560975609756098, 0.6829268292682927]"
mean,0.8426248548199767
