class,metric,value
0,presicion,0.9473684210526315
1,presicion,0.9923303834808259
macro avg,presicion,0.9698494022667288
weighted avg,presicion,0.9897431867600974
0,recall,0.8737864077669902
1,recall,0.997036158861885
macro avg,recall,0.9354112833144377
weighted avg,recall,0.9899441340782122
0,f1-score,0.9090909090909091
1,f1-score,0.9946777054997044
macro avg,f1-score,0.9518843072953067
weighted avg,f1-score,0.989752878667243
