observacion,valor
k-folds,"[0.975609756097561, 0.8536585365853658, 0.9512195121951219, 0.9024390243902439, 0.8333333333333334, 0.8571428571428571, 0.8333333333333334, 0.9523809523809523, 0.8292682926829268, 0.8292682926829268]"
mean,0.8817653890824623
