observacion,valor
k-folds,"[0.8292682926829268, 0.7804878048780488, 0.4878048780487805, 0.7317073170731707, 0.7142857142857143, 0.6666666666666666, 0.6190476190476191, 0.6904761904761905, 0.6097560975609756, 0.6829268292682927]"
mean,0.6812427409988385
