solucion,valor
continua,"[0.09900482712818269, 0.3646038352044903, 0.050281303590343635, 0.18843518663931394, 0.30216323729978845, 8.586281807983135e-06, 0.12751899731652339, 0.7948229866012352, 0.4082287051952078, 0.014104926657819363, 0.10026849791075583, 0.047159314782187635, 0.31658901904245124, 0.0265477902618282, 1.639406673688737e-05, 0.9254432388025448, 0.36142170133248225, 0.033815473075775315, 0.2843817699377454, 0.27058639868459755, 0.3742087196621156, 0.0459640884306401, 0.4279771346964851, 0.06339476694460067, 0.19076493481007242, 0.4119535932211127, 0.8839700722646174, 0.722898042768361, 0.028271540809360503, 0.0, 0.45385012280475046, 0.30745590657411254, 0.8456303481315876, 0.6688776727433002, 0.27809181277376327, 0.9337733362053168, 0.5154053737328088, 0.25228607087227006, 0.8786776553212624, 0.8343049403321846, 0.07433619754928951, 0.46630597310543226, 0.17302930960850538, 0.7975357055009717, 0.10795503158348778, 0.028900646220060156, 0.24488451191442143, 0.6288316824750783, 0.17058676972121656, 0.30226712088880886, 0.18412854120583735, 0.06260630495782436, 0.19215918492936454, 0.16205722243810924, 0.0, 0.3111426370658866, 0.36471374888681973, 0.874571952084893, 0.493678741946125, 0.1260552519451237, 0.24095833052109702, 0.7877524072623796, 0.24269630355059416, 0.25020647510057575, 0.1029464021996936, 0.004453872039758854, 0.12924429685295571, 0.004947421602805063, 0.14644125137007247, 0.24578675985797915, 0.8919100895769732, 0.34299818476857274, 0.26096262568602974, 0.3091636550753189, 0.5624131550247973, 0.6636383807724474]"
binaria,"[False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, True, True, False, True, True, False, True, True, False, False, False, True, False, False, False, True, False, False, False, False, False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False, False, False, True, False, False, False, True, True]"
