class,metric,value
0,presicion,0.9423076923076923
1,presicion,0.9970344009489917
macro avg,presicion,0.969671046628342
weighted avg,presicion,0.9938853221835985
0,recall,0.9514563106796117
1,recall,0.996443390634262
macro avg,recall,0.9739498506569368
weighted avg,recall,0.993854748603352
0,f1-score,0.9468599033816425
1,f1-score,0.9967388081826267
macro avg,f1-score,0.9717993557821346
weighted avg,f1-score,0.9938686812583243
