class,metric,value
0,presicion,0.5949367088607594
1,presicion,0.967270601987142
macro avg,presicion,0.7811036554239508
weighted avg,presicion,0.9458458025502607
0,recall,0.4563106796116505
1,recall,0.981031416716064
macro avg,recall,0.7186710481638572
weighted avg,recall,0.9508379888268157
0,f1-score,0.5164835164835165
1,f1-score,0.974102413184226
macro avg,f1-score,0.7452929648338713
weighted avg,f1-score,0.9477701526478165
