observacion,valor
k-folds,"[0.4146341463414634, 0.6585365853658537, 0.5365853658536586, 0.6097560975609756, 0.5238095238095238, 0.5, 0.42857142857142855, 0.5952380952380952, 0.5121951219512195, 0.5853658536585366]"
mean,0.5364692218350755
