observacion,valor
k-folds,"[0.6341463414634146, 0.3902439024390244, 0.5609756097560976, 0.5121951219512195, 0.5714285714285714, 0.5714285714285714, 0.47619047619047616, 0.5714285714285714, 0.6341463414634146, 0.3902439024390244]"
mean,0.5312427409988385
