metric,value
Accuracy,0.9608938547486033
Precision,0.9736379613356766
Recall,0.9851807943094251
F1 Score,0.9793753682969947
Cohen's Kappa,0.6032826539852205
Matthews CorrCoef,0.6071958062946659
