class,metric,value
0,presicion,0.6987951807228916
1,presicion,0.9736379613356766
macro avg,presicion,0.8362165710292842
weighted avg,presicion,0.9578229856914772
0,recall,0.5631067961165048
1,recall,0.9851807943094251
macro avg,recall,0.774143795212965
weighted avg,recall,0.9608938547486033
0,f1-score,0.6236559139784946
1,f1-score,0.9793753682969947
macro avg,f1-score,0.8015156411377446
weighted avg,f1-score,0.958906595227271
