observacion,valor
k-folds,"[1.0, 0.975609756097561, 0.9512195121951219, 0.975609756097561, 1.0, 0.9285714285714286, 0.9523809523809523, 0.9761904761904762, 0.9512195121951219, 0.8780487804878049]"
mean,0.9588850174216027
