class,metric,value
0,presicion,0.9313725490196079
1,presicion,0.995260663507109
macro avg,presicion,0.9633166062633585
weighted avg,presicion,0.9915844200477724
0,recall,0.9223300970873787
1,recall,0.995850622406639
macro avg,recall,0.9590903597470088
weighted avg,recall,0.9916201117318436
0,f1-score,0.926829268292683
1,f1-score,0.9955555555555555
macro avg,f1-score,0.9611924119241193
weighted avg,f1-score,0.9916009144448986
