observacion,valor
k-folds,"[0.926829268292683, 0.8292682926829268, 0.926829268292683, 0.9024390243902439, 0.8809523809523809, 0.8809523809523809, 0.8809523809523809, 0.8809523809523809, 0.7804878048780488, 0.7317073170731707]"
mean,0.862137049941928
