solucion,valor
continua,"[0.11251010944950064, 0.09421971289458224, 0.07699116319305331, 0.12977000015923532, 0.033765033340246664, 0.3732511414017379, 0.006292824689618702, 0.37983226221707467, 0.31576528170845486, 0.3276607763351523, 0.1912505694919244, 0.44384838036468105, 0.06263462682011217, 0.32822993547985496, 0.47119050435159643, 0.3534624614139961, 0.17986866162074722, 0.12243838296341263, 0.01914308874714898, 0.20616930585152518, 0.08728716332237346, 0.30012612526600796, 0.8218325822361181, 0.2536291099867014, 0.001087598112660259, 0.013159067479484851, 0.5548556680641848, 0.7493777544794259, 0.15800087148719436, 0.34189679167298354, 8.978641024842407e-05, 0.8813551472181721, 0.15593142715169805, 0.9182443469316949, 0.27765172116463116, 0.2324115993060988, 0.054776821357036355, 0.5771928205776851, 0.40617127048775, 0.2845088269794666, 0.9438242381957952, 0.011596362254541059, 0.3396593203140261, 0.8176101580275352, 0.8363812477969771, 0.46048523190302143, 0.8414900679900384, 0.5274593051765518, 0.3615999976253746, 0.32135902870363187, 0.14407234531141147, 0.03444964006761233, 0.029295645128821823, 0.3698791872759913, 0.704680349635426, 0.3038044272825697, 0.23927252716095074, 0.07033261142040206, 0.028074007735445605, 0.1625368991906895, 0.40780721425572936, 0.8696029265627726, 0.2669425392531377, 0.3908997051349652, 0.025111884699735326, 0.31047105838016287, 0.35838363179344074, 0.10214130202168058, 0.16609397951061733, 3.9597810957383705e-05, 0.5892585797425074, 0.0037639911701793007, 0.01510894335148842, 0.18388123299203085, 0.004725052646738279, 0.17167291200440937]"
binaria,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, True, False, False, False, True, False, True, False, False, False, True, False, False, True, False, False, True, True, False, True, True, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, True, False, False, False, False, False]"
