observacion,valor
k-folds,"[0.926829268292683, 0.8292682926829268, 0.975609756097561, 0.9024390243902439, 0.9047619047619048, 0.9761904761904762, 0.8809523809523809, 0.9761904761904762, 0.8536585365853658, 0.8536585365853658]"
mean,0.9079558652729384
