observacion,valor
k-folds,"[0.975609756097561, 0.8780487804878049, 0.9512195121951219, 0.9024390243902439, 0.9523809523809523, 0.9047619047619048, 0.9047619047619048, 0.9761904761904762, 0.8536585365853658, 0.8292682926829268]"
mean,0.9128339140534264
