observacion,valor
k-folds,"[0.8780487804878049, 0.926829268292683, 0.8780487804878049, 0.8780487804878049, 0.9761904761904762, 0.8809523809523809, 0.8809523809523809, 0.8809523809523809, 0.8048780487804879, 0.7560975609756098]"
mean,0.8740998838559815
