observacion,valor
k-folds,"[0.8536585365853658, 0.6341463414634146, 0.6585365853658537, 0.8048780487804879, 0.8095238095238095, 0.6666666666666666, 0.5952380952380952, 0.7380952380952381, 0.7073170731707317, 0.6585365853658537]"
mean,0.7126596980255517
