observacion,valor
k-folds,"[0.5609756097560976, 0.5609756097560976, 0.5365853658536586, 0.6829268292682927, 0.5, 0.5, 0.40476190476190477, 0.47619047619047616, 0.5365853658536586, 0.4146341463414634]"
mean,0.5173635307781651
