solucion,valor
continua,"[0.14501746878641705, 0.39676866618147477, 0.3664685787478543, 0.00022478032387524295, 0.0002888627805009647, 0.20791377565953437, 0.6537902576968654, 0.4234113500063404, 0.503227314792484, 0.09931116058866453, 0.00012436494382327498, 0.5659326863166759, 0.001994728713676481, 0.5216314317946172, 0.18235411731938544, 0.019868262727496925, 0.12108937878467653, 0.4800466603326121, 0.0003555125463099435, 0.6055519401611317, 0.2751655729984848, 0.40428226847207394, 0.7065289583949411, 0.00023211716280959694, 0.07166512854226623, 0.36883182392221875, 0.09014472774290148, 0.0003081115231628344, 0.3994404899945777, 0.49264199029858613, 0.1395325724487526, 0.0011503171678033828, 0.47797244936470623, 0.6067831848264463, 0.24999506979966035, 0.00020066549202548114, 0.5646777555172201, 0.7464666804269766, 0.0003164608972458812, 0.23136206165124792, 0.0003546673971408227, 0.1754490830372193, 0.00023382716910712512, 0.1713646820218612, 0.6502516593033295, 0.2772351896737707, 0.3450159243495934, 0.15942029691880708, 0.23846333017412974, 0.3442304243090439, 0.2959959196594501, 0.8547864494780858, 0.4519352676062811, 0.6176394191717888, 0.6453030883319729, 0.26882927908870413, 0.00011269566397994837, 0.46107073215063943, 0.25973180849922145, 0.46318087217907816, 0.33430976582733357, 0.5144009611752254, 0.1958726766551792, 0.4311795711657863, 0.5362958237296707, 0.3869403916964349, 0.20885472326291607, 0.00010065964320732322, 0.08445901146293426, 0.29172457671902546, 0.5121191432675901, 0.1682550956935907, 0.49967372807041294, 0.19265376186319014, 0.25174884131720354, 0.2569220417198003]"
binaria,"[False, False, False, False, False, False, True, False, True, False, False, True, False, True, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, True, True, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, True, True, False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, True, False, False, False, False, False]"
