class,metric,value
0,presicion,0.9024390243902439
1,presicion,0.9830210772833724
macro avg,presicion,0.9427300508368082
weighted avg,presicion,0.9783842328990192
0,recall,0.7184466019417476
1,recall,0.995257854179016
macro avg,recall,0.8568522280603819
weighted avg,recall,0.9793296089385475
0,f1-score,0.8
1,f1-score,0.9891016200294551
macro avg,f1-score,0.8945508100147276
weighted avg,f1-score,0.9782203536255256
