class,metric,value
0,presicion,0.979381443298969
1,presicion,0.9952746603662138
macro avg,presicion,0.9873280518325914
weighted avg,presicion,0.994360134467931
0,recall,0.9223300970873787
1,recall,0.998814463544754
macro avg,recall,0.9605722803160663
weighted avg,recall,0.994413407821229
0,f1-score,0.95
1,f1-score,0.9970414201183432
macro avg,f1-score,0.9735207100591716
weighted avg,f1-score,0.9943345674523155
