observacion,valor
k-folds,"[0.9024390243902439, 0.8780487804878049, 0.975609756097561, 0.8780487804878049, 0.8571428571428571, 0.9761904761904762, 0.8571428571428571, 0.9761904761904762, 0.9024390243902439, 0.8536585365853658]"
mean,0.9056910569105691
