observacion,valor
k-folds,"[0.5609756097560976, 0.7317073170731707, 0.7317073170731707, 0.7073170731707317, 0.6428571428571429, 0.5952380952380952, 0.6428571428571429, 0.6428571428571429, 0.6097560975609756, 0.6097560975609756]"
mean,0.6475029036004645
