metric,fold,avg
mcc,"[0.8510663534891632, 0.8632120136602474, 0.9337733933620472, 0.8265171569543749, 0.9217265494346862, 0.8945275628951529, 0.8158168747004794, 0.8254734701943172, 0.8485029596680417, 0.8345315946238471]",0.8615147928982356
f1,"[0.9918819188191883, 0.9926362297496318, 0.9963045084996305, 0.9903917220990391, 0.9955686853766618, 0.9940915805022157, 0.9896449704142012, 0.9904059040590406, 0.991905813097866, 0.9911504424778762]",0.9923981775095351
accuracy,"[0.9846368715083799, 0.9860335195530726, 0.9930167597765364, 0.9818435754189944, 0.9916201117318436, 0.9888268156424581, 0.9804469273743017, 0.9818435754189944, 0.9846153846153847, 0.9832167832167832]",0.9856100324256747
precision,"[0.9882352941176471, 0.986822840409956, 0.9941002949852508, 0.9882005899705014, 0.9911764705882353, 0.9897058823529412, 0.9867256637168141, 0.9853157121879589, 0.983941605839416, 0.9853372434017595]",0.9879561597570479
recall,"[0.9955555555555555, 0.9985185185185185, 0.9985185185185185, 0.9925925925925926, 1.0, 0.9985163204747775, 0.9925816023738873, 0.9955489614243324, 1.0, 0.9970326409495549]",0.9968864710407738
