metric,fold,avg
mcc,"[0.7247112188467502, 0.7804672208554831, 0.8928576801448708, 0.7135249330534822, 0.7857316167370199, 0.842329441979235, 0.7313336436579533, 0.8385498862944732, 0.6625086972119547, 0.7410128155535838]",0.7713027154334806
f1,"[0.9852507374631267, 0.9882005899705014, 0.9940915805022157, 0.9845018450184502, 0.9881831610044313, 0.9911242603550297, 0.9852289512555391, 0.9911504424778762, 0.9823008849557522, 0.9859571322985957]",0.9875989585301518
accuracy,"[0.9720670391061452, 0.9776536312849162, 0.9888268156424581, 0.9706703910614525, 0.9776536312849162, 0.9832402234636871, 0.9720670391061452, 0.9832402234636871, 0.9664335664335665, 0.9734265734265735]",0.9765279134273548
precision,"[0.9809104258443465, 0.9838472834067548, 0.9911634756995582, 0.9808823529411764, 0.9838235294117647, 0.9882005899705014, 0.9808823529411764, 0.9853372434017595, 0.9765395894428153, 0.9823269513991163]",0.983391379445897
recall,"[0.9896296296296296, 0.9925925925925926, 0.997037037037037, 0.9881481481481481, 0.9925816023738873, 0.9940652818991098, 0.9896142433234422, 0.9970326409495549, 0.9881305637982196, 0.9896142433234422]",0.9918445983075064
