observacion,valor
k-folds,"[0.926829268292683, 0.8780487804878049, 0.975609756097561, 0.8536585365853658, 0.9047619047619048, 0.9761904761904762, 0.9047619047619048, 0.9761904761904762, 0.8780487804878049, 0.8536585365853658]"
mean,0.9127758420441348
