observacion,valor
k-folds,"[0.34146341463414637, 0.5121951219512195, 0.7073170731707317, 0.6097560975609756, 0.5476190476190477, 0.6904761904761905, 0.4523809523809524, 0.6190476190476191, 0.5853658536585366, 0.5365853658536586]"
mean,0.5602206736353077
