metric,fold,avg
mcc,"[0.5191297925882458, 0.5161150131671807, 0.5523278534278516, 0.45853920474825466, 0.6151142765067742, 0.5923723277366422, 0.5291802717191412, 0.5698907389961045, 0.49641781325732365, 0.4752375897658675]",0.5324324881913387
f1,"[0.9532567049808429, 0.9499615088529638, 0.9505409582689335, 0.9411764705882353, 0.9625095638867636, 0.9601837672281776, 0.960546282245827, 0.9578544061302683, 0.9450038729666925, 0.9485011529592621]",0.9529534688107967
accuracy,"[0.914804469273743, 0.909217877094972, 0.9106145251396648, 0.8938547486033519, 0.9315642458100558, 0.9273743016759777, 0.9273743016759777, 0.9231843575418994, 0.9006993006993007, 0.9062937062937063]",0.914498183380865
precision,"[0.9873015873015873, 0.9887820512820513, 0.9935379644588045, 0.9854132901134521, 0.9936808846761453, 0.9920886075949367, 0.9829192546583851, 0.9904912836767037, 0.9886547811993517, 0.9840510366826156]",0.9886920741644033
recall,"[0.9214814814814815, 0.914074074074074, 0.9111111111111111, 0.9007407407407407, 0.9332344213649851, 0.93026706231454, 0.9391691394658753, 0.9272997032640949, 0.9050445103857567, 0.9154302670623146]",0.9197852511264974
