observacion,valor
k-folds,"[0.8048780487804879, 0.7073170731707317, 0.7317073170731707, 0.6097560975609756, 0.6428571428571429, 0.7380952380952381, 0.7380952380952381, 0.6904761904761905, 0.6829268292682927, 0.5853658536585366]"
mean,0.6931475029036004
