observacion,valor
k-folds,"[0.5121951219512195, 0.5365853658536586, 0.6585365853658537, 0.5121951219512195, 0.5, 0.6190476190476191, 0.5238095238095238, 0.5952380952380952, 0.5853658536585366, 0.5121951219512195]"
mean,0.5555168408826946
