observacion,valor
k-folds,"[0.3902439024390244, 0.5121951219512195, 0.6341463414634146, 0.4634146341463415, 0.40476190476190477, 0.5476190476190477, 0.47619047619047616, 0.4523809523809524, 0.4634146341463415, 0.5365853658536586]"
mean,0.48809523809523814
