observacion,valor
k-folds,"[0.8536585365853658, 0.6585365853658537, 0.6341463414634146, 0.7317073170731707, 0.8333333333333334, 0.7619047619047619, 0.7380952380952381, 0.8095238095238095, 0.6829268292682927, 0.6829268292682927]"
mean,0.7386759581881532
