observacion,valor
k-folds,"[0.4634146341463415, 0.5609756097560976, 0.4878048780487805, 0.5365853658536586, 0.3333333333333333, 0.47619047619047616, 0.40476190476190477, 0.42857142857142855, 0.4634146341463415, 0.4634146341463415]"
mean,0.4618466898954704
