solucion,valor
continua,"[0.9791005750219924, 0.9123283051664697, 0.9791005750219924, 0.5547422354244407, 0.9791005750219924, 0.7800334060541605, 0.8293337296396578, 0.9791005750219924, 0.9612427705840685, 0.7468939554838727, 0.3172066551333222, 0.7542192399660045, 0.5218695010618634, 0.9791005750219924, 0.5901702827821972, 0.48796206324878555, 0.8526311867581247, 0.968960955733644, 0.8747004769188216, 0.9791005750219924, 0.8553375415374179, 0.9791005750219924, 0.6540314706503892, 0.6573951479214284, 0.9164634926179782, 0.4640405909257752, 0.8210648279475693, 0.880570178879028, 0.9791005750219924, 0.4002505584627752, 0.7361069974919298, 0.9791005750219924, 0.9791005750219924, 0.017466870436362254, 0.6100747391205179, 0.7192111250339228, 0.9395224181967126, 0.7951176424531091, 0.9791005750219924, 0.29010659519489845, 0.8413307003619156, 0.9179838955277843, 0.5144671941150452, 0.7958599115790893, 0.8261366906209431, 0.806011319450257, 0.5832070085339053, 0.918071523999272, 0.9144897609881739, 0.4101426607866633, 0.14476121283818963, 0.8368745422723677, 0.8668483906039167, 0.9791005750219924, 0.14994618935022477, 0.9491840829043693, 0.5357881254033313, 0.05864446691962171, 0.5117476368177489, 0.6044280589059416, 0.7630004801321701, 0.7064417344504179, 0.7911672013490268, 0.23926460779493747, 0.8152720462705513, 0.4173471560304449, 0.32747622844915447, 0.9316986071771568, 0.947229939342292, 0.5220492160950867, 0.9791005750219924, 0.7443696694534631, 0.3049526320163965, 0.6198662935720285, 0.9791005750219924, 0.9023889817143732]"
binaria,"[True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, False, True, True, True, False, True, True, False, True, True, True, True, True, False, True, False, False, True, True, True, True, True, False, True, True, True]"
