observacion,valor
k-folds,"[0.926829268292683, 0.8780487804878049, 1.0, 0.8780487804878049, 0.8333333333333334, 0.9761904761904762, 0.8809523809523809, 0.9761904761904762, 0.8536585365853658, 0.8292682926829268]"
mean,0.9032520325203253
