observacion,valor
k-folds,"[0.3902439024390244, 0.5121951219512195, 0.4634146341463415, 0.43902439024390244, 0.38095238095238093, 0.42857142857142855, 0.4523809523809524, 0.4523809523809524, 0.3902439024390244, 0.5121951219512195]"
mean,0.44216027874564456
