class,metric,value
0,presicion,0.9595959595959596
1,presicion,0.9952690715552928
macro avg,presicion,0.9774325155756262
weighted avg,presicion,0.9932163729341691
0,recall,0.9223300970873787
1,recall,0.997628927089508
macro avg,recall,0.9599795120884433
weighted avg,recall,0.9932960893854749
0,f1-score,0.9405940594059405
1,f1-score,0.9964476021314387
macro avg,f1-score,0.9685208307686897
weighted avg,f1-score,0.9932336831924854
