observacion,valor
k-folds,"[0.926829268292683, 0.8048780487804879, 0.926829268292683, 0.9024390243902439, 0.9523809523809523, 0.9285714285714286, 0.9047619047619048, 0.9523809523809523, 0.8292682926829268, 0.8536585365853658]"
mean,0.898199767711963
