class,metric,value
0,presicion,0.6555555555555556
1,presicion,0.9741176470588235
macro avg,presicion,0.8148366013071895
weighted avg,presicion,0.9557869792237191
0,recall,0.5728155339805825
1,recall,0.981624184943687
macro avg,recall,0.7772198594621347
weighted avg,recall,0.9581005586592178
0,f1-score,0.6113989637305699
1,f1-score,0.9778565101860053
macro avg,f1-score,0.7946277369582876
weighted avg,f1-score,0.9567698468983461
