observacion,valor
k-folds,"[0.5365853658536586, 0.6097560975609756, 0.7804878048780488, 0.6585365853658537, 0.5476190476190477, 0.5952380952380952, 0.5238095238095238, 0.6428571428571429, 0.43902439024390244, 0.4878048780487805]"
mean,0.582171893147503
