class,metric,value
0,presicion,0.8148148148148148
1,presicion,0.978349912229374
macro avg,presicion,0.8965823635220944
weighted avg,presicion,0.9689397920988155
0,recall,0.6407766990291263
1,recall,0.991108476585655
macro avg,recall,0.8159425878073907
weighted avg,recall,0.9709497206703911
0,f1-score,0.717391304347826
1,f1-score,0.9846878680800942
macro avg,f1-score,0.8510395862139601
weighted avg,f1-score,0.969307116088796
